year,game_kind,player_id,player_name,team_code,team_name,kph,kph_max,pitch_type,pitches,spin_rate,spin_rate_max,throws
2026,A,0000005482,吳承諭,ADD011,統一7-ELEVEn獅,137.2463339904,142.64523542016,fastball,22,2064.4141681818187,2216.812,R
2026,A,0000007061,辛俊昇,ADD011,統一7-ELEVEn獅,129.67092281664003,134.51223848832,breakingball,22,1610.1015372727272,3268.382,L
2026,A,0000000779,陳柏豪,AJL011,樂天桃猿,143.24790548735996,145.07265725568,fastball,22,2288.9462136363636,2452.6606,R
2026,A,0000006176,余謙,ACN011,中信兄弟,146.815708773888,150.03386247168,fastball,20,2027.88933,2276.5146,R
2026,A,0000002272,賴智垣,AKP011,台鋼雄鷹,145.62920462111998,147.83432374656,fastball,20,1907.3766350000005,2012.8231,R
2026,A,0000006918,李欣穎,AKP011,台鋼雄鷹,129.6264454381137,132.40248506496,breakingball,19,2468.55662631579,2771.2444,R
2026,A,0000001412,江少慶,ADD011,統一7-ELEVEn獅,135.8970569777179,142.99734379392,breakingball,19,2365.5518578947363,2616.9739,R
2026,A,0000006922,黃紹睿,AKP011,台鋼雄鷹,145.20926091546946,146.95866358272,fastball,19,2421.7743105263157,2493.402,R
2026,A,0000005482,吳承諭,ADD011,統一7-ELEVEn獅,127.66564188409266,132.1071865344,breakingball,19,1301.8051968421053,1559.0824,R
2026,A,0000006222,劉予承,ADD011,統一7-ELEVEn獅,145.64573424067765,147.8374780608,fastball,17,2225.400752941176,2347.711,R
2026,A,0000006982,黃群,AKP011,台鋼雄鷹,127.80463653144,131.27333712768,breakingball,16,1903.8439437499999,2813.4976,L
2026,A,0000002695,林子崴,ADD011,統一7-ELEVEn獅,140.91623769959998,144.89316711936,fastball,16,2148.27569375,2287.8816,L
