player_id,player_name,team_name,team_code,throws,pitch_type,pitches,kph_avg,kph_max,spin_rpm_avg,spin_rpm_max
0000006712,*楊孟沅,統一7-ELEVEn獅二軍,ADD022,L,fastball,36,138.00494457375996,140.43631421952,2068.6848694444443,2303.262
0000006712,*楊孟沅,統一7-ELEVEn獅二軍,ADD022,L,breakingball,15,120.850644946944,124.05803642496,2158.1142266666666,3124.553
0000006720,邱駿威,樂天桃猿,AJL011,R,breakingball,54,129.70499951082667,137.11317979392,2110.4443222222217,2509.9226
0000006720,邱駿威,樂天桃猿,AJL011,R,fastball,50,144.499244769792,147.399414624,2195.489632,2356.4185
0000006722,*賴知頎,味全龍二軍,AAA022,R,breakingball,36,130.19007114079997,135.06747826176,2476.3805694444445,2877.1614
0000006722,*賴知頎,味全龍二軍,AAA022,R,fastball,25,145.84397721062402,149.6700380736,2333.4604240000003,2523.3394
0000006723,張鈞守,味全龍二軍,AAA022,R,fastball,28,145.8012986722286,150.0009996672,2536.8160142857137,2714.1072
0000006723,張鈞守,味全龍二軍,AAA022,R,breakingball,5,130.718882714112,133.52406908544,1435.359176,2331.1228
0000006724,曹祐齊,味全龍二軍,AAA022,R,fastball,216,135.80290555392006,144.24830297856,2048.9301671296294,2351.6838
0000006724,曹祐齊,味全龍二軍,AAA022,R,breakingball,194,126.6853229407077,135.41070305664,1837.3729257731964,2310.6506
0000006729,*陳志杰,味全龍二軍,AAA022,R,fastball,23,135.40901954287304,138.03422345856,2002.5038086956522,2129.3765
0000006729,*陳志杰,味全龍二軍,AAA022,R,breakingball,2,111.18555359999999,112.47024463488,1841.9151499999998,1974.9414
0000006739,李東洺,富邦悍將,AEO011,R,breakingball,306,131.40410369069178,141.03238305024,2066.578492810458,2380.84
0000006739,李東洺,富邦悍將,AEO011,R,fastball,227,146.5837975959796,151.21252992384,2273.23911938326,2426.9556
0000006740,楊強森,統一7-ELEVEn獅二軍,ADD022,R,fastball,18,140.57178522111997,143.05598828928,2283.065433333333,2428.568
