year,game_kind,player_id,player_name,team_code,team_name,barrels,bbe,brls_bbep,brls_pap,distance_avg_hr,distance_max,ev50th,ev90th,ev_avg,ev_max,fb_ld,hard_hit,hard_hit_swing,hard_hitp,la_avg,la_sw_spp
2026,A,0000007301,曾昱磬,AKP011,台鋼雄鷹,2,42,0.18181818181818182,0.03225806451612903,117.237217392,117.237217392,153.5185635395657,163.76960948832,137.66320529279997,167.91721486848,1.5,11,0.275,0.2619047619047619,11.27261945238095,0.38095238095238093
2026,A,0000005340,王博玄,AKP011,台鋼雄鷹,1,42,0.2,0.015384615384615385,0,111.968849976,149.2588637096229,157.89745924128,130.19939467090288,159.96454493184,1.1428571428571428,5,0.11904761904761904,0.11904761904761904,2.41525807142857,0.30952380952380953
2026,A,0000006216,王順和,AAA011,味全龍,9,42,0.6923076923076923,0.13636363636363635,0,117.213348504,155.97881752539425,168.84233017344002,134.20471852278854,172.23724134144,0.4117647058823529,13,0.30952380952380953,0.30952380952380953,5.742010619047617,0.5238095238095238
2026,A,0000007076,李勛傑,AJL011,樂天桃猿,6,39,0.6,0.08823529411764706,126.821706732,127.133347968,158.25013363826525,173.57953616256,137.91747009053535,174.4477396992,0.9090909090909091,10,0.2564102564102564,0.2564102564102564,11.583368307692306,0.38461538461538464
2026,A,0000002297,詹子賢,ACN011,中信兄弟,3,39,0.17647058823529413,0.05263157894736842,0,119.23708944,160.33306522630738,169.3294893312,142.91223136689229,170.289919008,1,17,0.4358974358974359,0.4358974358974359,15.672911743589738,0.3076923076923077
2026,A,0000006929,紀慶然,AKP011,台鋼雄鷹,0,38,0,0,0,112.27954176,154.41705739068632,163.52079283584,138.69785636200416,164.47078859904,0.6153846153846154,11,0.2894736842105263,0.2894736842105263,12.168958684210526,0.4473684210526316
2026,A,0000006939,顏郁軒,AKP011,台鋼雄鷹,3,36,0.1875,0.06382978723404255,115.690064784,119.868842304,159.4586583744,167.4463959168,145.42538299168007,168.3700520832,2.1666666666666665,16,0.4444444444444444,0.4444444444444444,14.528322888888889,0.25
2026,A,0000007071,林泓弦,ADD011,統一7-ELEVEn獅,0,36,0,0,0,107.8242192,149.31023882368,162.16048409088,132.67133357984002,169.34138774784,0.42857142857142855,6,0.16666666666666666,0.16666666666666666,-6.592257055555556,0.25
2026,A,0000002298,陳重羽,ADD011,統一7-ELEVEn獅,0,36,0,0,0,102.336459792,149.17139088192,159.33844574207998,133.46557166623998,160.01259994368,0.7,6,0.16666666666666666,0.16666666666666666,9.728476250000002,0.3888888888888889
2026,A,0000007278,許庭綸,ACN011,中信兄弟,0,34,0,0,0,112.155936216,154.23746994635295,165.24508154880002,129.05100630482826,167.5038226752,1.6,10,0.30303030303030304,0.29411764705882354,4.181160588235294,0.29411764705882354
