game_id,date,game_status,kind_code,game_sno,week,inning_seq,field_no,field_name,pre_exe_date,visiting_team_code,visiting_team_name,visiting_score,visiting_record_w,visiting_record_l,visiting_record_t,home_team_code,home_team_name,home_score,home_record_w,home_record_l,home_record_t,winning_pitcher_acnt,winning_pitcher_name,loser_pitcher_acnt,loser_pitcher_name,closer_acnt,closer_name,skip_trackman,visiting_home_type
2026-A-21,2026-04-06,FINISHED,A,21,15,9,F10,天母,2026-04-06T16:05:00,AJL011,樂天桃猿,1,3,4,0,AAA011,味全龍,0,4,3,0,0000007790,魔爾曼,0000006497,鋼龍,0000000128,朱承洋,False,2
2026-A-22,2026-04-06,FINISHED,A,22,15,10,F08,新莊,2026-04-06T17:05:00,ACN011,中信兄弟,4,1,6,0,AEO011,富邦悍將,5,4,2,0,0000002280,廖任磊,0000003331,李振昌,,,False,2
2026-A-23,2026-04-07,FINISHED,A,23,15,8,F09,澄清湖,2026-04-07T18:35:00,ADD011,統一7-ELEVEn獅,1,4,2,1,AKP011,台鋼雄鷹,1,4,3,1,,,,,,,False,2
2026-A-24,2026-04-07,POSTPONED,A,24,15,1,F10,天母,2026-04-07T18:35:00,AJL011,樂天桃猿,0,0,0,0,AAA011,味全龍,0,0,0,0,,,,,,,False,1
2026-A-25,2026-04-07,POSTPONED,A,25,15,9,F08,新莊,2026-04-07T18:35:00,ACN011,中信兄弟,0,9,20,1,AEO011,富邦悍將,0,15,13,0,,,,,,,False,2
2026-D-16,2026-04-07,FINISHED,D,16,15,9,F26,園區,2026-04-07T14:05:00,AAA022,味全龍二軍,10,3,3,0,ACN022,中信兄弟二軍,7,0,3,0,0000003608,曾仁和,0000006874,*盧孟揚,,,False,2
2026-D-17,2026-04-07,FINISHED,D,17,15,8,F30,亞太副,2026-04-07T14:05:00,AEO022,富邦悍將二軍,0,4,1,1,ADD022,統一7-ELEVEn獅二軍,5,1,4,0,0000006295,銳力獅,0000006269,*愛力戈,,,False,1
2026-D-18,2026-04-08,FINISHED,D,18,15,9,F26,園區,2026-04-08T14:05:00,AAA022,味全龍二軍,4,3,4,0,ACN022,中信兄弟二軍,6,1,3,0,0000006006,*德保拉,0000007264,魔神龍,0000003506,謝榮豪,False,2
2026-D-19,2026-04-08,FINISHED,D,19,15,9,F30,亞太副,2026-04-08T14:05:00,AEO022,富邦悍將二軍,2,5,1,1,ADD022,統一7-ELEVEn獅二軍,1,1,5,0,0000007228,鈴木駿輔,0000006711,李承鴻,0000000368,游霆崴,False,2
2026-D-20,2026-04-09,FINISHED,D,20,15,9,F26,園區,2026-04-09T14:05:00,AKP022,台鋼雄鷹二軍,10,4,0,1,ACN022,中信兄弟二軍,2,1,4,0,0000007567,◎櫻井周斗,0000007788,*陶樂,,,False,2
2026-D-21,2026-04-09,FINISHED,D,21,15,9,F30,亞太副,2026-04-09T14:05:00,AJL022,樂天桃猿二軍,6,2,1,0,ADD022,統一7-ELEVEn獅二軍,5,1,6,0,0000006860,劉家翔,0000007599,*陳定均,0000007314,*王宇翔,False,2
2026-A-26,2026-04-10,FINISHED,A,26,15,9,F09,澄清湖,2026-04-10T18:35:00,AEO011,富邦悍將,6,5,2,0,AKP011,台鋼雄鷹,2,4,4,1,0000006749,魔力藍,0000007570,坎南,0000006227,曾峻岳,False,2
2026-A-27,2026-04-10,FINISHED,A,27,15,9,F31,亞太主,2026-04-10T18:35:00,AAA011,味全龍,4,5,3,0,ADD011,統一7-ELEVEn獅,2,4,3,1,0000007779,蔣銲,0000007061,辛俊昇,0000005788,林凱威,True,2
2026-A-28,2026-04-10,FINISHED,A,28,15,9,F23,樂天桃園,2026-04-10T18:35:00,ACN011,中信兄弟,2,1,7,0,AJL011,樂天桃猿,4,4,4,0,0000007789,麥斯威尼,0000005151,羅戈,0000000128,朱承洋,False,2
2026-D-22,2026-04-10,FINISHED,D,22,15,9,F26,園區,2026-04-10T14:05:00,AKP022,台鋼雄鷹二軍,9,5,0,1,ACN022,中信兄弟二軍,7,1,5,0,0000006922,黃紹睿,0000006875,陳柏均,0000006918,李欣穎,False,2
2026-D-23,2026-04-10,FINISHED,D,23,15,9,F30,亞太副,2026-04-10T14:05:00,AJL022,樂天桃猿二軍,1,3,1,0,ADD022,統一7-ELEVEn獅二軍,0,1,7,0,0000007793,◎榊原元稀,0000007290,張宥謙,0000007772,◎莊孟源,False,2
2026-A-29,2026-04-11,FINISHED,A,29,15,9,F09,澄清湖,2026-04-11T16:05:00,AEO011,富邦悍將,0,5,3,0,AKP011,台鋼雄鷹,12,5,4,1,0000002679,江承諺,0000006739,李東洺,,,False,2
2026-A-30,2026-04-11,FINISHED,A,30,15,9,F31,亞太主,2026-04-11T16:05:00,AAA011,味全龍,8,6,3,0,ADD011,統一7-ELEVEn獅,0,4,4,1,0000006555,梅賽鍶,0000007597,獅帝芬,,,True,2
2026-A-31,2026-04-11,FINISHED,A,31,15,9,F23,樂天桃園,2026-04-11T17:05:00,ACN011,中信兄弟,1,1,8,0,AJL011,樂天桃猿,2,5,4,0,0000000128,朱承洋,0000003331,李振昌,,,False,2
2026-D-24,2026-04-11,FINISHED,D,24,15,9,F24,青埔,2026-04-11T14:05:00,AKP022,台鋼雄鷹二軍,9,6,0,1,AJL022,樂天桃猿二軍,4,3,2,0,0000006982,黃群,0000004629,*楊彬,,,False,2
2026-A-32,2026-04-12,FINISHED,A,32,15,9,F09,澄清湖,2026-04-12T16:05:00,AEO011,富邦悍將,5,5,4,0,AKP011,台鋼雄鷹,12,6,4,1,0000002274,黃子鵬,0000007782,威戈神,,,False,2
2026-A-33,2026-04-12,FINISHED,A,33,15,9,F31,亞太主,2026-04-12T16:05:00,AAA011,味全龍,4,7,3,0,ADD011,統一7-ELEVEn獅,2,4,5,1,0000006497,鋼龍,0000001260,郭俊麟,0000005788,林凱威,True,2
2026-A-34,2026-04-12,FINISHED,A,34,15,9,F23,樂天桃園,2026-04-12T17:05:00,ACN011,中信兄弟,14,2,8,0,AJL011,樂天桃猿,4,5,5,0,0000007276,伍立辰,0000006906,艾菩樂,,,False,2
2026-D-25,2026-04-12,FINISHED,D,25,15,9,F13,斗六,2026-04-12T14:05:00,AEO022,富邦悍將二軍,14,6,1,1,AAA022,味全龍二軍,4,3,5,0,0000006863,*潘奕誠,0000006724,曹祐齊,,,False,2
2026-A-35,2026-04-14,FINISHED,A,35,16,9,F08,新莊,2026-04-14T18:35:00,AAA011,味全龍,3,7,4,0,AEO011,富邦悍將,4,6,4,0,0000006227,曾峻岳,0000005788,林凱威,,,False,2
2026-A-36,2026-04-14,FINISHED,A,36,16,9,F19,洲際,2026-04-14T18:35:00,AKP011,台鋼雄鷹,8,7,4,1,ACN011,中信兄弟,4,2,9,0,0000006507,後勁,0000002345,鄭浩均,,,False,2
2026-D-26,2026-04-14,FINISHED,D,26,16,9,F26,園區,2026-04-14T14:05:00,AJL022,樂天桃猿二軍,9,4,2,0,ACN022,中信兄弟二軍,6,1,6,0,0000004624,陳克羿,0000006874,*盧孟揚,0000007314,*王宇翔,False,2
2026-D-27,2026-04-14,FINISHED,D,27,16,9,F30,亞太副,2026-04-14T14:05:00,AKP022,台鋼雄鷹二軍,0,6,1,1,ADD022,統一7-ELEVEn獅二軍,5,2,7,0,0000006295,銳力獅,0000006771,陳正毅,,,False,2
2026-A-37,2026-04-15,FINISHED,A,37,16,10,F08,新莊,2026-04-15T18:35:00,AAA011,味全龍,1,8,4,0,AEO011,富邦悍將,0,6,5,0,0000005789,林鋅杰,0000002280,廖任磊,0000005555,陳冠偉,False,2
